Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Price,DistrictId
41,6558,7,1548.0,3,177190.0990602331,101
31,6137,4,,0,311518.1660215265,25
2,629,1,,0,212188.9595373365,27
23,5735,3,1084.0,0,358673.7463658397,8
52,10311,6,,1,240506.02157803968,61
25,5027,4,46.0,1,242003.29819021423,109
46,9515,5,,1,225121.6629260504,48
23,3975,8,770.0,2,231823.239567243,100
33,6783,3,,1,249174.5298575212,19
53,13670,4,,1,250175.7817997947,34
46,10309,1,240.0,1,228984.5858429357,77
66,10573,1,1322.0,3,179639.08856203253,122
23,5735,3,1084.0,0,165908.6820551602,58
2,629,1,,0,125698.11821527214,62
30,5562,0,,0,251765.7700101657,18
23,5212,6,,3,237689.0214649219,45
21,5731,0,,1,179926.17374212664,42
6,1437,3,,0,245608.98985473425,23
43,7227,0,,1,272178.7491592752,87
53,13670,4,,1,461975.7705759389,25
24,4378,0,1036.0,1,203058.075211068,44
39,10418,9,900.0,1,169369.97126871726,7
25,4724,2,1308.0,1,162336.721266244,44
1,264,0,,0,231115.381062018,1
30,5562,0,,0,176590.28782155734,18
34,7065,1,750.0,2,211333.9810893232,52
22,6398,141,1046.0,3,150114.9773033383,30
35,5776,1,2078.0,2,214619.13633683723,55
1,264,0,,0,201704.63967104445,1
23,5735,3,1084.0,0,125040.34312702571,58
27,4798,0,30.0,2,264622.7392289822,128
53,13670,4,,1,328680.8694070161,25
8,2423,1,32.0,0,316106.22988207225,47
37,7687,11,176.0,5,177899.49833285125,20
5,1564,0,540.0,0,192048.44263118887,6
31,7010,5,4508.0,3,235037.7582147104,86
35,7715,4,990.0,0,196273.23993608443,59
6,1437,3,,0,155269.26407475953,23
53,13670,4,,1,224978.1935380117,34
25,5487,3,,0,177913.1651305515,21
1,264,0,,0,128369.72070050873,1
53,13670,4,,1,238778.01104713447,34
33,8667,2,,0,381912.1621086675,94
47,11319,0,1145.0,3,172925.54069366583,46
17,4017,7,800.0,2,188512.9999392712,142
33,6783,3,,1,273490.87992599147,69
0,168,0,,0,73320.95279737016,23
6,1437,3,,0,254005.38186295828,74
46,9515,5,,1,183118.7602509889,48
5,1564,0,540.0,0,185670.5657154493,6
26,3889,6,705.0,3,423176.9148783047,63
31,5569,0,,1,194897.22865442297,55
1,264,0,,0,139830.86429014438,1
41,6558,7,1548.0,3,353927.73469466966,101
36,5992,0,,1,193813.06205520648,11
5,1564,0,540.0,0,117188.64222441314,6
5,1564,0,540.0,0,149875.04757507233,6
4,915,0,,0,113622.43062439964,27
6,2733,0,920.0,0,445424.56422934897,123
25,5648,1,30.0,2,241069.9425037721,9
25,4756,16,2857.0,5,113607.10830786751,0
19,3806,4,,0,178225.1238543756,103
2,629,1,,0,167988.15544199874,27
53,13670,4,,1,354075.95773212385,34
23,5212,6,,3,376697.1215843856,45
18,3594,4,192.0,1,226053.13522934035,169
30,5048,9,325.0,2,178625.55002758102,79
37,5288,0,1937.0,3,151319.51539642597,90
2,629,1,,0,111851.66026592258,62
49,11395,3,1406.0,3,158535.62440798886,57
43,8429,3,,3,210803.2409232672,88
32,5889,10,830.0,4,317648.06601182936,103
2,475,0,,0,157140.84899784645,23
32,5889,10,830.0,4,292871.46459161665,103
8,1986,0,,0,190438.1367175997,9
31,6119,4,,1,286692.0349498658,29
33,8667,2,,0,155930.413124247,94
1,264,0,,0,436304.3585514506,1
25,4724,2,1308.0,1,163193.80509840418,44
30,5562,0,,0,160880.05944814318,18
22,6398,141,1046.0,3,566435.1534595944,104
17,3379,9,100.0,0,215525.74984494888,194
27,5664,48,2300.0,3,326791.71463858185,115
36,10055,3,,1,294072.8415049517,41
23,5212,6,,3,443277.94276019,45
2,469,0,,0,127291.38033775792,27
2,629,1,,0,194563.7820607905,62
53,14892,4,,1,337030.70711224823,27
36,6714,2,2672.0,0,287236.87727737176,138
50,12238,8,1970.0,2,191477.91638873235,24
38,4788,2,,0,454503.4687278275,83
19,3806,4,,0,150888.3117632738,45
11,3097,0,,0,131064.4349846021,27
1,264,0,,0,247121.07758341965,1
39,10418,9,900.0,1,250830.67685920105,7
6,1437,3,,0,263391.8213542156,74
53,13670,4,,1,307799.6723688526,9
27,4798,0,30.0,2,171087.84987511788,128
36,5992,0,,1,174834.99192848516,11
1,264,0,,0,243769.01251496875,1
5,1564,0,540.0,0,176538.46439494626,6
34,7065,1,750.0,2,115127.96983754847,52
46,10309,1,240.0,1,220566.0570628231,77
0,168,0,,0,144718.36237254206,23
74,19083,2,,5,320044.5554449272,13
4,915,0,,0,97050.81928607544,27
23,5212,6,,3,287641.872032122,98
1,264,0,,0,142003.76994013097,1
9,1892,0,,0,120748.54967115023,27
1,264,0,,0,301942.8823171452,1
16,3893,27,,3,288203.4500753227,146
23,5067,4,,2,321543.4781949109,56
27,5664,48,2300.0,3,370625.2250943605,130
50,12238,8,1970.0,2,180450.68204402085,66
25,5648,1,30.0,2,211913.69669020807,9
1,264,0,,0,270210.5465782196,1
2,629,1,,0,175224.0460320613,27
36,10055,3,,1,317858.0807109456,41
2,629,1,,0,145057.2089748955,27
30,6564,1,,0,456916.5399610608,28
33,7425,1,,2,241027.4318948261,140
35,7077,56,2301.0,3,157977.77046354505,163
16,3893,27,,3,196575.45490153373,146
41,6558,7,1548.0,3,230372.6610038333,101
0,168,0,,0,130704.4388946574,23
22,6398,141,1046.0,3,196132.2552855741,30
34,7065,1,750.0,2,198597.31064090444,52
26,4439,1,1130.0,1,203558.797804496,8
42,7651,1,,1,169616.4684513733,119
11,2748,1,,0,180491.79627912288,58
19,3806,4,,0,257651.68289391903,45
6,1437,3,,0,123225.90337009088,23
6,1437,3,,0,174127.62321619777,74
5,1564,0,540.0,0,152150.57078783066,6
46,7960,6,350.0,3,387448.9188545305,111
36,5992,0,,1,249618.4001283037,11
43,10621,1,30.0,2,91098.21450668792,3
34,7065,1,750.0,2,138811.33723799567,52
25,4724,2,1308.0,1,314013.10109041305,44
47,8004,3,125.0,3,182131.99254832137,21
24,5469,1,145.0,0,155159.65192566602,58
53,13670,4,,1,135163.32187732178,34
52,10311,6,,1,231223.862495127,61
53,13670,4,,1,293394.7740102247,34
4,915,0,,0,135508.8389922278,27
34,7065,1,750.0,2,163579.1306312849,52
53,13670,4,,1,239177.6854728131,25
43,8429,3,,3,175563.2820997862,88
1,264,0,,0,155677.69201058414,1
19,3856,10,,2,316174.0230875188,124
30,5562,0,,0,164329.93086880632,18
2,629,1,,0,197796.4992287549,27
74,19083,2,,5,206664.61997310063,12
29,6566,7,1894.0,4,263000.36032147467,139
5,1564,0,540.0,0,186941.3427144469,6
38,4788,2,,0,175191.2771029762,67
1,264,0,,0,200074.79649312395,1
17,3379,9,100.0,0,210962.63436713853,124
47,8004,3,125.0,3,548502.037439846,21
53,13670,4,,1,240564.11943190428,25
22,6398,141,1046.0,3,162495.6160643318,30
5,1564,0,540.0,0,216422.14290737067,6
53,14892,4,,1,138770.69373369805,128
22,6398,141,1046.0,3,170574.39355787766,30
2,469,0,,0,167088.4129628161,27
18,3594,4,192.0,1,358025.05164418346,37
37,5288,0,1937.0,3,165500.0886862159,3
1,264,0,,0,137782.94194009312,1
21,4472,6,1450.0,4,186781.4739946581,170
21,4231,14,1020.0,0,305618.7786892056,107
52,10311,6,,1,222455.5493000056,61
22,6398,141,1046.0,3,254145.87034999003,30
26,4439,1,1130.0,1,265393.24325355893,8
5,1564,0,540.0,0,137820.11589642215,6
53,13670,4,,1,306662.3196676105,25
9,1892,0,,0,113434.27024875752,27
28,7287,5,320.0,1,282030.1698217507,37
23,5212,6,,3,316763.42365934944,45
37,7687,11,176.0,5,506353.57768353575,20
46,7960,6,350.0,3,312739.51167418127,32
46,10309,1,240.0,1,223131.5573212116,47
53,14892,4,,1,215374.9239473305,27
74,19083,2,,5,233182.4113346103,13
0,168,0,,0,128875.51763139384,23
42,7651,1,,1,176768.35548097402,119
66,10573,1,1322.0,3,187042.0204219261,110
0,168,0,,0,114949.29782547108,23
0,168,0,,0,68382.94400941272,23
9,1892,0,,0,127644.09190675456,27
22,6398,141,1046.0,3,130096.02212470552,30
23,4635,5,3300.0,2,573999.459148499,17
1,388,0,,0,103515.58608496856,23
8,1986,0,,0,161684.49114452102,9
14,3369,24,4129.0,0,198819.511617455,161
37,6856,84,1940.0,2,259418.64005895663,73
22,6398,141,1046.0,3,300568.871969263,43
46,7960,6,350.0,3,205873.29803256108,64
33,6783,3,,1,276821.428447713,69
9,1892,0,,0,103502.69776282088,27
24,5613,5,1340.0,2,281535.57812150376,49
1,388,0,,0,100480.95487872268,23
21,4346,2,165.0,1,496026.671161636,78
1,264,0,,0,241790.9167442865,1
2,469,0,,0,237200.0562504751,27
1,264,0,,0,139003.71483814597,1
33,7976,5,,0,338968.58415509283,98
5,1564,0,540.0,0,150964.40454575926,6
24,4860,1,80.0,0,200003.78063658412,44
18,3594,4,192.0,1,338780.79834534595,169
5,1564,0,540.0,0,206507.10818456445,6
21,4472,6,1450.0,4,352702.6356926881,118
25,5648,1,30.0,2,133531.88616510466,9
37,7687,11,176.0,5,303328.0320753493,59
16,3893,27,,3,526299.2771428521,162
6,1437,3,,0,111787.07915914067,23
37,6856,84,1940.0,2,143799.07018203865,14
1,264,0,,0,228164.8026455539,1
2,475,0,,0,124299.29018154036,23
8,1986,0,,0,169690.825441214,9
30,5285,0,645.0,6,245743.408147598,84
39,10418,9,900.0,1,224564.3114488081,2
31,6137,4,,0,141178.00678132253,46
23,5212,6,,3,336330.4991141257,45
42,7651,1,,1,235489.47690462865,28
8,1986,0,,0,122144.8514388418,9
17,3079,59,2890.0,0,229334.5847422309,159
5,1564,0,540.0,0,207709.84985207857,6
6,1437,3,,0,226821.3434341367,74
5,1564,0,540.0,0,160709.9137822839,6
43,7227,0,,1,196773.31702770895,67
1,264,0,,0,255102.40670870608,1
2,469,0,,0,125183.73858340592,27
30,6564,1,,0,366311.7821830489,28
2,629,1,,0,179525.64168486735,27
33,5261,0,240.0,3,237699.79183914277,1
22,4625,11,3855.0,2,147119.85280451097,53
6,1437,3,,0,161884.49795418436,23
52,10311,6,,1,358747.7777784219,61
2,629,1,,0,165274.70722069422,27
46,9515,5,,1,325675.6886142334,48
5,1564,0,540.0,0,250371.08911572,6
30,6207,1,1183.0,1,245064.47200759847,28
5,1564,0,540.0,0,162124.18945271152,6
39,10418,9,900.0,1,187904.52654135824,7
32,6748,93,562.0,4,242067.73485957985,50
2,629,1,,0,189184.4497945521,62
36,6714,2,2672.0,0,410839.1295821821,26
31,7010,5,4508.0,3,85840.13184506353,66
22,4789,2,4087.0,4,176717.51163234128,84
11,2370,0,,0,218846.76890690392,9
2,469,0,,0,127650.05486163516,27
2,469,0,,0,161884.91034616335,27
4,915,0,,0,152685.2493918778,27
22,6398,141,1046.0,3,216530.71337810875,30
43,8429,3,,3,354578.9553754789,88
35,7077,56,2301.0,3,473592.68238352187,135
18,3594,4,192.0,1,585105.2286706542,169
41,6558,7,1548.0,3,182453.43604444823,101
46,9515,5,,1,212075.6697646569,48
42,7651,1,,1,170901.84629246738,22
2,469,0,,0,126601.05356368195,27
2,475,0,,0,152464.84874337065,23
50,12238,8,1970.0,2,321773.755620675,24
25,4756,16,2857.0,5,195148.83873737475,192
21,4346,2,165.0,1,124593.8781183755,78
52,11217,1,2300.0,1,554809.411250355,85
25,5011,8,730.0,0,151123.74438460314,39
9,1892,0,,0,100735.23829268893,27
21,4472,6,1450.0,4,318473.0834739172,170
30,6141,10,262.0,3,199970.6763193957,89
74,19083,2,,5,244035.0366666755,13
31,6119,4,,1,195453.99905560413,29
36,10055,3,,1,210612.6869384097,41
35,5776,1,2078.0,2,123304.34039429305,99
5,1135,0,,0,151348.47300583206,23
37,5288,0,1937.0,3,209650.8020785924,3
6,1437,3,,0,281511.85431006545,74
8,1497,5,,1,187976.55452198905,36
46,10309,1,240.0,1,141399.285601879,77
66,10573,1,1322.0,3,159766.44293307207,99
28,6533,1,1015.0,2,173892.29957712436,101
12,2270,23,2500.0,1,203176.2295679132,4
46,9515,5,,1,301793.3225720644,48
36,5992,0,,1,262792.6944459868,11
2,629,1,,0,502523.57386315655,62
23,3684,2,,0,244668.402336836,141
29,6566,7,1894.0,4,179047.86175528573,75
19,3806,4,,0,342981.42903778143,103
49,11395,3,1406.0,3,148208.65768379634,57
2,629,1,,0,148967.0201870646,62
17,4017,7,800.0,2,287713.4153399341,129
34,7759,0,229.0,1,294656.8487854661,53
30,5285,0,645.0,6,342223.0337810961,84
19,3293,16,628.0,3,233656.0340077259,121
6,1437,3,,0,111544.89320339017,23
30,6207,1,1183.0,1,182258.55265173392,28
52,10311,6,,1,295873.5506603369,61
6,1437,3,,0,159118.0523884977,74
21,5731,0,,1,387504.7522224817,15
20,4386,14,,1,165953.91258031325,178
1,264,0,,0,143740.3009191096,1
1,264,0,,0,222015.32804441729,1
35,5776,1,2078.0,2,144578.12757065846,99
21,4346,2,165.0,1,307491.78850285144,8
11,2748,1,,0,189043.3262825425,58
36,6714,2,2672.0,0,144613.56790013562,26
23,5735,3,1084.0,0,471833.7875383693,8
8,1986,0,,0,125175.48696047717,9
74,19083,2,,5,314974.23127523577,13
30,5562,0,,0,392104.2391112132,18
23,5212,6,,3,321927.39354237646,45
22,6398,141,1046.0,3,181473.71940782032,30
2,469,0,,0,220712.3961843784,27
30,5048,9,325.0,2,328458.6537600362,79
19,3806,4,,0,86647.80337071385,138
25,6149,0,,0,148702.92672084566,93
34,7759,0,229.0,1,364306.8841008812,53
2,629,1,,0,184690.86837575425,27
22,4789,2,4087.0,4,147345.66822790506,84
66,10573,1,1322.0,3,147907.85092537213,122
33,8667,2,,0,164306.3141824972,10
35,7715,4,990.0,0,184633.71532814484,19
0,168,0,,0,65167.82223581997,23
30,6564,1,,0,200264.90952499112,91
3,760,1,,0,105341.5070815854,1
52,11217,1,2300.0,1,120394.51071970348,85
9,1892,0,,0,204838.94372737056,27
34,7759,0,229.0,1,232754.8823039305,53
46,10309,1,240.0,1,332361.2362091518,47
30,6207,1,1183.0,1,207209.52047659425,28
53,14892,4,,1,160615.39461156627,27
27,5664,48,2300.0,3,198412.4245928749,116
23,5735,3,1084.0,0,158565.83406739158,58
34,7065,1,750.0,2,241131.73387999448,74
32,5889,10,830.0,4,624549.354545952,31
22,6398,141,1046.0,3,125253.07224889498,30
46,9515,5,,1,189973.79719152328,48
19,3806,4,,0,309336.2700348257,103
53,14892,4,,1,187699.27198434668,27
37,7687,11,176.0,5,302537.62778996467,20
5,1564,0,540.0,0,126700.54407554556,6
22,3151,4,2715.0,3,207856.71342024757,90
27,5664,48,2300.0,3,146084.58631709506,116
14,3369,24,4129.0,0,295253.3094791021,103
53,13670,4,,1,214112.01650689504,25
22,6398,141,1046.0,3,125653.04518634795,30
25,5648,1,30.0,2,131103.95868460345,9
37,7687,11,176.0,5,269153.9261743654,59
39,10418,9,900.0,1,311010.32039321284,2
24,4860,1,80.0,0,198137.8338410826,44
21,5731,0,,1,249582.6792516173,15
0,168,0,,0,67344.98470172501,23
18,3594,4,192.0,1,184467.0061776073,37
46,9515,5,,1,233496.0857906255,48
6,1437,3,,0,169230.99156756187,23
19,3293,16,628.0,3,227214.3040523349,121
8,2423,1,32.0,0,252679.3852346356,47
5,1227,0,,0,131073.65850509165,27
30,6564,1,,0,180652.257605533,91
32,5889,10,830.0,4,369204.2475541321,31
36,10055,3,,1,313103.18033829203,41
25,5648,1,30.0,2,137445.32581347734,9
5,1564,0,540.0,0,124458.195809811,6
35,7715,4,990.0,0,158806.98113840097,2
2,475,0,,0,147227.82602240893,23
31,6137,4,,0,198274.3845951761,46
26,3889,6,705.0,3,172374.77467622783,102
25,5027,4,46.0,1,383615.7810711157,17
32,5889,10,830.0,4,174517.02319789355,31
23,3975,8,770.0,2,469792.45589082607,137
30,5285,0,645.0,6,184661.97510098547,54
1,264,0,,0,272759.3814650628,1
25,5648,1,30.0,2,182107.8645990333,9
24,5469,1,145.0,0,190875.9135444277,58
5,1564,0,540.0,0,140399.69725211,6
1,264,0,,0,164805.71073349885,1
53,14892,4,,1,206271.277810884,128
16,3893,27,,3,250045.2621877408,33
52,11217,1,2300.0,1,207717.4186887671,85
34,7759,0,229.0,1,173987.19085325956,53
2,629,1,,0,219463.505244272,27
25,5648,1,30.0,2,139401.17509566425,9
46,10309,1,240.0,1,189953.05563904296,77
42,9292,3,2620.0,0,139715.75182299176,2
11,3097,0,,0,305018.8710894109,27
33,7425,1,,2,222500.6065483591,2
52,10311,6,,1,162550.87988988476,61
23,5212,6,,3,183188.411728672,45
19,3293,16,628.0,3,471844.0972001692,178
33,7425,1,,2,174548.96633887495,2
66,10573,1,1322.0,3,95614.13786406828,122
23,4583,3,,3,245148.1285904052,47
0,168,0,,0,68148.73746738327,23
23,5735,3,1084.0,0,222643.16790394665,58
1,264,0,,0,196912.9445291824,1
27,4798,0,30.0,2,361357.1623347149,128
5,1564,0,540.0,0,189024.95729461845,6
74,19083,2,,5,174406.5925011331,12
74,19083,2,,5,182359.99774690592,12
27,5664,48,2300.0,3,278443.3226077177,130
0,168,0,,0,132755.2100476205,23
2,629,1,,0,145690.74877655215,62
20,2738,20,,1,403476.6124126213,65
0,168,0,,0,194044.7057862945,23
21,5731,0,,1,287552.5303003016,42
28,7287,5,320.0,1,161413.24436481282,37
2,629,1,,0,157740.44034789724,27
46,10309,1,240.0,1,184324.92178984944,47
2,469,0,,0,156185.80943868184,27
5,1564,0,540.0,0,144290.43528538107,6
1,388,0,,0,91929.69574765462,23
43,7227,0,,1,252444.49202128392,67
9,1892,0,,0,135036.37723686697,27
39,8647,0,810.0,0,162283.8253155814,80
5,1564,0,540.0,0,176979.74617164602,6
5,1564,0,540.0,0,178342.56686107177,6
53,13670,4,,1,279689.0093135548,25
25,4756,16,2857.0,5,176210.8123341811,0
43,10621,1,30.0,2,148458.94101965794,93
19,3806,4,,0,201848.9818231506,45
43,10621,1,30.0,2,161778.43262582144,3
6,1437,3,,0,169829.31226328196,23
16,3893,27,,3,365212.5753770981,151
30,6141,10,262.0,3,358359.0534743847,109
5,1564,0,540.0,0,234334.4688373924,6
34,7065,1,750.0,2,188140.0195598229,52
29,6566,7,1894.0,4,232760.4728601805,124
37,7687,11,176.0,5,324892.1098597804,59
25,4724,2,1308.0,1,290498.7020412864,44
31,6137,4,,0,405669.7132243485,46
23,3684,2,,0,328567.12679412763,131
25,5648,1,30.0,2,175670.9921701101,9
30,5562,0,,0,85562.94371619447,18
25,5648,1,30.0,2,165938.4534004042,9
43,10621,1,30.0,2,195431.60621405943,3
39,10418,9,900.0,1,196898.99084923195,7
25,5487,3,,0,134445.48210076394,21
31,6137,4,,0,420128.7335386629,46
74,19083,2,,5,253641.46914904905,13
11,3097,0,,0,120070.63037217974,27
0,168,0,,0,238325.6392508245,23
30,5048,9,325.0,2,216094.26842982168,75
46,10309,1,240.0,1,238561.87098655148,77
9,1892,0,,0,168039.15127482844,27
43,10621,1,30.0,2,200070.67589820208,3
1,264,0,,0,181462.20911383585,1
2,469,0,,0,140427.43376442243,27
31,7010,5,4508.0,3,581926.2858563911,66
25,5648,1,30.0,2,125700.97861220026,9
35,5776,1,2078.0,2,230175.1804938454,11
24,5613,5,1340.0,2,404721.3980422384,129
9,1892,0,,0,105541.16725321904,27
37,5288,0,1937.0,3,156287.365949761,3
36,5992,0,,1,267280.748364228,11
22,6398,141,1046.0,3,187612.01071040452,30
6,1437,3,,0,156639.19362584944,23
19,3806,4,,0,150205.18322131588,138
49,11395,3,1406.0,3,77835.18580785187,57
74,19083,2,,5,179696.02071533454,12
66,10573,1,1322.0,3,171070.18463899914,71
32,5889,10,830.0,4,211440.16382078905,31
53,13670,4,,1,278693.7651538604,34
53,14892,4,,1,217703.8689750091,27
27,4798,0,30.0,2,221645.3322249266,128
25,5648,1,30.0,2,254966.79811189428,9
24,5469,1,145.0,0,201921.43993454333,113
1,264,0,,0,283293.7530171571,1
22,6398,141,1046.0,3,99930.77697822369,30
34,7759,0,229.0,1,290941.5093825845,53
23,3684,2,,0,367990.04532831104,131
30,5048,9,325.0,2,228203.4503886039,75
27,4798,0,30.0,2,346974.54813673696,128
20,2738,20,,1,341805.24238749204,201
6,1437,3,,0,203281.3455960102,23
1,264,0,,0,250262.08333605263,1
22,4625,11,3855.0,2,221404.05354802124,53
27,5664,48,2300.0,3,209152.7845593956,118
5,1564,0,540.0,0,120714.89576960244,6
23,5735,3,1084.0,0,170904.98495813218,8
1,264,0,,0,236962.4587616018,1
30,5285,0,645.0,6,91785.48845797926,84
46,7960,6,350.0,3,279157.1714152888,111
52,11217,1,2300.0,1,330117.68767760217,85
22,4789,2,4087.0,4,169329.05176005926,84
22,3151,4,2715.0,3,418134.9087285727,90
33,7976,5,,0,209235.7374197212,35
5,1564,0,540.0,0,123275.81677408757,6
74,19083,2,,5,166438.47614851757,13
36,5992,0,,1,140414.24116941882,11
3,760,1,,0,99188.61332987274,1
8,1986,0,,0,229507.06548186977,9
13,2514,19,,0,177465.56615997574,127
2,629,1,,0,259654.497066536,27
32,5889,10,830.0,4,460492.010947154,31
2,629,1,,0,165665.2526139576,27
23,5735,3,1084.0,0,162139.92877789974,58
0,168,0,,0,65637.82994557348,23
46,9515,5,,1,481112.16620200255,48
50,12238,8,1970.0,2,370121.2773710787,24
36,6714,2,2672.0,0,112775.12904389086,26
2,629,1,,0,83721.8870499238,62
24,5613,5,1340.0,2,224358.3680592056,165
36,10055,3,,1,260708.4806252141,41
74,19083,2,,5,222679.213772871,13
35,7715,4,990.0,0,250741.880610475,2
47,11319,0,1145.0,3,143700.66544260824,123
74,19083,2,,5,163005.69914614028,12
22,6398,141,1046.0,3,197245.26766383267,104
9,1892,0,,0,133388.93099688893,27
23,5212,6,,3,245736.934369247,45
21,5731,0,,1,277599.23090968194,42
33,7425,1,,2,232890.60527410463,68
25,5027,4,46.0,1,470547.9794156645,17
39,7614,3,,1,286584.3611217925,62
46,10309,1,240.0,1,170138.14167887013,41
2,629,1,,0,123553.86905248664,62
6,1437,3,,0,128775.40547086624,23
33,6783,3,,1,129673.45827390264,69
5,1564,0,540.0,0,125715.33146637418,6
2,629,1,,0,213138.70851951308,27
6,1437,3,,0,165801.29773367586,23
8,1497,5,,1,228575.50263593017,36
47,11319,0,1145.0,3,197933.42792847572,46
1,264,0,,0,134531.95808323455,1
27,5664,48,2300.0,3,225309.7982469436,116
43,10621,1,30.0,2,162222.29507998365,3
9,1892,0,,0,97506.6810213959,27
53,13670,4,,1,349224.1514379866,25
31,6119,4,,1,177978.04427459952,105
22,6398,141,1046.0,3,113751.30456122408,30
1,264,0,,0,311169.3764195676,1
30,5285,0,645.0,6,192094.5371329104,84
37,7687,11,176.0,5,318772.3747401118,59
30,6141,10,262.0,3,355472.04834956664,89
5,1564,0,540.0,0,184433.3531632194,6
26,4439,1,1130.0,1,163048.3550947999,8
46,9515,5,,1,222727.1152613897,48
6,1437,3,,0,89333.63676804007,23
36,5992,0,,1,210486.25913632664,11
22,6398,141,1046.0,3,68663.01138818714,30
28,6533,1,1015.0,2,199395.98992073943,11
2,629,1,,0,151779.18258850838,62
31,6137,4,,0,251214.7370560447,46
1,264,0,,0,209201.95686556413,1
21,4346,2,165.0,1,213313.47919554124,78
23,4583,3,,3,114654.37192562496,47
2,629,1,,0,205648.87930381755,62
6,1437,3,,0,183642.73539225716,74
1,264,0,,0,226746.96176866212,1
25,5648,1,30.0,2,135117.41996805268,9
8,1986,0,,0,243197.00895198577,9
18,3594,4,192.0,1,136888.45122974057,37
53,13670,4,,1,231391.42061247144,25
22,6398,141,1046.0,3,133039.94024563165,30
37,7687,11,176.0,5,361461.2015392445,59
41,6558,7,1548.0,3,230989.273523226,101
25,5648,1,30.0,2,231655.02609516712,9
11,3097,0,,0,172848.88103196654,27
1,264,0,,0,200214.24197154515,1
1,264,0,,0,130513.14933669654,1
46,9515,5,,1,335850.14872271,48
32,5889,10,830.0,4,233974.12783361145,103
25,5648,1,30.0,2,240704.6179701105,9
39,7614,3,,1,288304.7747859521,70
42,9292,3,2620.0,0,231404.71880141128,7
37,5288,0,1937.0,3,189427.7684535007,3
35,7077,56,2301.0,3,307600.4166916925,132
43,10621,1,30.0,2,159229.8249559679,93
41,6558,7,1548.0,3,240772.9515723141,101
27,5664,48,2300.0,3,188407.76496064352,130
5,1564,0,540.0,0,224767.94537253867,6
53,13670,4,,1,434032.19881722704,34
5,1564,0,540.0,0,140034.8364728463,6
31,6119,4,,1,131477.02292205134,29
22,6398,141,1046.0,3,150136.61050865395,30
52,11217,1,2300.0,1,243529.5045962189,85
17,3379,9,100.0,0,319659.3247848792,194
47,8004,3,125.0,3,178056.2910740565,21
5,1564,0,540.0,0,163673.1499143794,6
52,10311,6,,1,268959.7706753328,61
53,14892,4,,1,213407.6058201016,93
6,1437,3,,0,210011.09465214467,23
1,264,0,,0,164904.84727007433,1
30,5285,0,645.0,6,621002.9126791923,54
21,4231,14,1020.0,0,179180.53564177672,107
4,915,0,,0,128834.49015290018,27
30,5285,0,645.0,6,317565.80553303263,21
34,7759,0,229.0,1,394888.74005951424,53
24,5613,5,1340.0,2,218712.8880291168,49
0,168,0,,0,115339.70199036394,23
0,168,0,,0,88289.93569905659,23
46,10309,1,240.0,1,232214.34103072065,47
25,4724,2,1308.0,1,181258.56955835276,44
2,629,1,,0,282877.332153802,62
2,469,0,,0,144180.48055095322,27
46,9515,5,,1,272671.89016792487,48
2,469,0,,0,228740.42544231736,27
47,11319,0,1145.0,3,289807.2718221032,46
25,6149,0,,0,151184.64842986758,93
17,3079,59,2890.0,0,272697.8889519072,134
1,264,0,,0,264403.06237989914,1
0,168,0,,0,107972.80892180582,23
22,4625,11,3855.0,2,190663.0849069398,53
8,1986,0,,0,218251.50224102076,9
27,5664,48,2300.0,3,94025.46410344428,116
1,264,0,,0,213433.9858898764,1
49,11395,3,1406.0,3,271387.1320882219,57
37,7687,11,176.0,5,390411.02486343455,20
24,4378,0,1036.0,1,180979.58746193303,44
66,10573,1,1322.0,3,320641.0616897576,110
74,19083,2,,5,236209.88670372425,13
34,7759,0,229.0,1,187306.49096770005,53
1,264,0,,0,206579.58154999823,1
35,7715,4,990.0,0,404355.847831232,74
30,6141,10,262.0,3,145128.30058643973,109
1,264,0,,0,162976.93238801914,1
50,12238,8,1970.0,2,330553.73463464074,66
37,5288,0,1937.0,3,187526.6732832553,3
0,168,0,,0,74244.83697372103,23
16,4048,3,,1,180242.5335089345,47
38,4788,2,,0,199612.2221208173,83
47,8004,3,125.0,3,261074.4369919193,21
22,6398,141,1046.0,3,91080.64008350208,30
30,6141,10,262.0,3,193439.7893508196,89
46,10309,1,240.0,1,176038.0684043464,47
46,9515,5,,1,237295.87200284345,48
11,3097,0,,0,143688.0765143833,27
5,1564,0,540.0,0,151365.63299621892,6
26,4439,1,1130.0,1,160486.13767381743,47
1,264,0,,0,211084.2196076777,1
32,6748,93,562.0,4,227251.8626162171,82
41,6558,7,1548.0,3,193103.22544242503,101
1,264,0,,0,243193.220756812,1
27,4798,0,30.0,2,272398.7216715266,128
5,1564,0,540.0,0,205890.6283379069,6
34,7759,0,229.0,1,305614.7823140898,53
26,3889,6,705.0,3,155533.37500550158,140
24,4378,0,1036.0,1,350661.4604734045,44
26,4439,1,1130.0,1,211197.30254892263,8
21,4346,2,165.0,1,351890.8646798223,8
13,2514,19,,0,185102.29606964163,164
0,168,0,,0,65033.89529940196,23
47,8004,3,125.0,3,216659.21797475676,21
34,7759,0,229.0,1,181688.3064742293,53
52,10311,6,,1,230395.35101681307,61
53,13670,4,,1,454963.3162124464,34
30,6207,1,1183.0,1,187456.5020549232,22
46,7960,6,350.0,3,216757.8100802452,111
41,6558,7,1548.0,3,128577.9406088613,101
